id,name,phone,address,transaction_count,avg_transaction_value,days_since_last_transaction,is_fraud
57,Retailer 57,555-4047262,"285 St, City 56",45,82.90870667691456,38.68931213381398,0
58,Retailer 58,555-1564685,"640 St, City 57",48,101.05366582356432,5.662717165411165,0
59,Retailer 59,555-3879190,"185 St, City 58",60,68.46347237413306,84.26856393746532,0
60,Retailer 60,555-6596411,"741 St, City 59",47,85.20054317673785,44.472933577868375,0
61,Retailer 61,555-2007293,"901 St, City 60",41,84.68492961277336,1.0425907651403667,0
62,Retailer 62,555-5774183,"221 St, City 61",42,98.10817758824976,20.930143673687986,0
63,Retailer 63,555-4366612,"864 St, City 62",42,68.20779614917438,31.734055978269595,0
64,Retailer 64,555-9411855,"444 St, City 63",40,81.46761160437731,1.8878426589478023,0
65,Retailer 65,555-6267180,"117 St, City 64",33,89.73049196286203,13.065059891415906,0
66,Retailer 66,555-8807313,"70 St, City 65",59,109.48126334917075,31.349512170942955,0
67,Retailer 67,555-3704238,"898 St, City 66",58,100.05134923148456,50.79888377693371,0
68,Retailer 68,555-3630708,"70 St, City 67",63,132.69717135141659,113.34823712032804,0
69,Retailer 69,555-4494679,"622 St, City 68",54,81.90556927347812,3.890636324059307,0
70,Retailer 70,555-6517209,"427 St, City 69",43,117.66481454231347,30.022991673885148,0
71,Retailer 71,555-2767640,"644 St, City 70",48,117.64996189200669,66.98888420051611,0
72,Retailer 72,555-7723771,"568 St, City 71",39,103.60793758189496,37.860545243208485,0
73,Retailer 73,555-2285160,"989 St, City 72",59,102.83297432887728,30.022766411114596,0
74,Retailer 74,555-7080526,"443 St, City 73",45,105.27978641611325,7.24006483788407,0
75,Retailer 75,555-6173036,"601 St, City 74",50,81.21480729985655,50.67023720267485,0
76,Retailer 76,555-2425472,"137 St, City 75",50,119.2097182953004,24.799766329412286,0
77,Retailer 77,555-1048984,"504 St, City 76",50,101.49732974828994,3.543790600636232,0
78,Retailer 78,555-7556168,"131 St, City 77",44,75.94996949435154,82.28006075264717,0
79,Retailer 79,555-2504384,"218 St, City 78",46,123.8234097509775,133.6785597436535,0
80,Retailer 80,555-3230919,"688 St, City 79",54,97.82729087988828,23.144450581923547,0
81,Retailer 81,555-7940119,"171 St, City 80",49,101.05990164718216,44.9475099143611,0
82,Retailer 82,555-2737095,"475 St, City 81",46,49.79002146134155,26.262576982826566,0
83,Retailer 83,555-5780450,"612 St, City 82",53,98.35058502574049,16.456122952664533,0
84,Retailer 84,555-8469344,"992 St, City 83",46,125.38255751531612,15.783662293613341,0
85,Retailer 85,555-3109818,"129 St, City 84",44,87.44991630043688,99.99015599838951,0
86,Retailer 86,555-3231785,"57 St, City 85",46,74.24089550222776,13.80333348583651,0
87,Retailer 87,555-4853339,"181 St, City 86",55,109.11867736811045,20.227065392387264,0
88,Retailer 88,555-1996107,"246 St, City 87",45,65.14380046405137,8.570154266204902,0
89,Retailer 89,555-8130144,"144 St, City 88",55,112.02154380171574,8.76203244231069,0
90,Retailer 90,555-5545583,"51 St, City 89",53,95.92833435532155,13.2122774309386,0
91,Retailer 91,555-4747389,"368 St, City 90",46,101.63182980283783,77.61920106134792,0
92,Retailer 92,555-5142807,"459 St, City 91",40,147.29321662218075,15.152168830270757,0
93,Retailer 93,555-8988004,"218 St, City 92",61,105.00870891177469,24.108254410409135,0
94,Retailer 94,555-7245035,"616 St, City 93",28,73.23259326314044,23.67345609584564,0
95,Retailer 95,555-4602279,"895 St, City 94",50,102.29693887828647,26.250955535466705,0
96,Retailer 96,555-6515989,"567 St, City 95",49,114.86079098901048,51.451192665681525,0
97,Retailer 97,555-3121690,"257 St, City 96",50,59.61935819449013,69.44015772522602,0
98,Retailer 98,555-1491234,"858 St, City 97",42,99.74434580421595,7.024120393292884,0
99,Retailer 99,555-6401218,"156 St, City 98",62,65.37718700756854,59.07938526347509,0
100,Retailer 100,555-7914550,"565 St, City 99",43,100.49465359859235,23.80276081629009,0
101,Retailer 101,555-7167294,"442 St, City 0",43,130.8908573621198,77.49657356548107,0
102,Retailer 102,555-7906726,"841 St, City 1",38,91.31200778145927,74.36412621867646,0
103,Retailer 103,555-6888794,"956 St, City 2",56,101.57429357788358,14.801031661861053,0
104,Retailer 104,555-8558158,"699 St, City 3",48,105.59550402692675,31.65596006037234,0
105,Retailer 105,555-7510425,"876 St, City 4",54,106.85187871770981,61.53406398472168,0
106,Retailer 106,555-9511017,"662 St, City 5",51,102.96211782668193,14.569792378989598,0
107,Retailer 107,555-8887739,"776 St, City 6",46,59.832972243361624,1.3444415371800853,0
108,Retailer 108,555-1769598,"762 St, City 7",54,103.69207352492252,13.379607219708035,0
109,Retailer 109,555-6292895,"945 St, City 8",67,87.31020902485102,13.643008778202002,0
110,Retailer 110,555-8971379,"810 St, City 9",48,77.18488445601847,49.312434832639596,0
111,Retailer 111,555-4331068,"923 St, City 10",57,103.98528810486499,11.115544469213713,0
112,Retailer 112,555-4256415,"935 St, City 11",45,102.78359014821395,67.32487179166218,0
113,Retailer 113,555-1874371,"723 St, City 12",42,64.56955776877635,23.864803172880762,0
114,Retailer 114,555-6654237,"25 St, City 13",52,92.01287966242258,26.467853928783054,0
115,Retailer 115,555-1973548,"806 St, City 14",47,126.83555424060624,49.35312597985118,0
116,Retailer 116,555-4344014,"853 St, City 15",48,74.83718204469291,4.336044891751051,0
117,Retailer 117,555-8064746,"664 St, City 16",48,103.34378517471013,0.5431357065224139,0
118,Retailer 118,555-7216204,"536 St, City 17",56,75.89011625355971,1.7484139262578158,0
119,Retailer 119,555-6193542,"764 St, City 18",49,132.80868276492816,0.934304924308663,0
120,Retailer 120,555-3959034,"60 St, City 19",48,113.96020125336318,36.108673963822014,0
121,Retailer 121,555-5574293,"467 St, City 20",47,83.41251691922615,8.429977054533223,0
122,Retailer 122,555-7706971,"434 St, City 21",52,104.27596782780027,58.43600465251097,0
123,Retailer 123,555-1043585,"879 St, City 22",54,72.59086898011321,64.33541056339872,0
124,Retailer 124,555-3539448,"66 St, City 23",40,63.74913349180047,13.20574840281676,0
125,Retailer 125,555-1109556,"910 St, City 24",51,98.10257140720547,6.500882291833746,0
126,Retailer 126,555-2575557,"565 St, City 25",41,84.84750067144824,20.72321845304538,0
127,Retailer 127,555-9306461,"928 St, City 26",57,103.96633165095675,50.75335789169466,0
128,Retailer 128,555-3009021,"106 St, City 27",43,66.4782094535063,34.64519275600006,0
129,Retailer 129,555-2201482,"96 St, City 28",48,88.87465151929514,0.7823815953834765,0
130,Retailer 130,555-1542335,"988 St, City 29",53,130.61272953789359,0.2152872158639,0
131,Retailer 131,555-5270070,"688 St, City 30",44,128.6144099527116,3.624498042456687,0
132,Retailer 132,555-7700379,"551 St, City 31",62,133.45942892598006,12.319175390894364,0
133,Retailer 133,555-4560920,"168 St, City 32",52,145.19396691594267,23.093215546007336,0
134,Retailer 134,555-7860006,"42 St, City 33",50,91.91986705614495,51.044119725658966,0
135,Retailer 135,555-3484413,"879 St, City 34",46,44.40813368088831,4.622267149854813,0
136,Retailer 136,555-3907360,"104 St, City 35",41,122.07885364383513,4.96319042947982,0
137,Retailer 137,555-6895544,"845 St, City 36",56,77.66850056134818,59.77159201542148,0
138,Retailer 138,555-6697469,"204 St, City 37",45,141.19150067298023,77.3204983380219,0
139,Retailer 139,555-3235000,"520 St, City 38",48,101.65688324807194,24.04131441843738,0
140,Retailer 140,555-7908531,"975 St, City 39",50,132.71330917636038,46.09853565361443,0
141,Retailer 141,555-5322252,"282 St, City 40",55,96.91295028994905,12.587124125881255,0
142,Retailer 142,555-6822184,"908 St, City 41",44,86.40921341141087,87.71177182466387,0
143,Retailer 143,555-1402690,"43 St, City 42",65,114.54867995567975,70.57862335156761,0
144,Retailer 144,555-3548421,"947 St, City 43",58,109.78489583886605,56.834692521886616,0
145,Retailer 145,555-2954109,"110 St, City 44",53,77.09378817364102,0.3919975918395863,0
146,Retailer 146,555-5422880,"987 St, City 45",41,99.30762593178879,22.225916946136685,0
147,Retailer 147,555-8205547,"210 St, City 46",50,88.48339386683003,0.8107102411250906,0
148,Retailer 148,555-9323735,"749 St, City 47",46,104.08461336793587,33.94449995115188,0
149,Retailer 149,555-7457294,"868 St, City 48",194,11.491166429816285,6.079779922042577,1
150,Retailer 150,555-2384250,"831 St, City 49",43,102.72912249107827,30.606232110458215,0
151,Retailer 151,555-1061087,"49 St, City 50",48,100.31004486917077,3.0928456666401587,0
152,Retailer 152,555-7409907,"115 St, City 51",44,92.94847913697032,42.39346352153769,0
153,Retailer 153,555-2496176,"155 St, City 52",52,107.19285275869404,38.88790529389746,0
154,Retailer 154,555-1039353,"649 St, City 53",51,84.83099765790611,0.13861625316706855,0
155,Retailer 155,555-7484531,"503 St, City 54",41,132.96891602971522,47.114185649341266,0
156,Retailer 156,555-4360011,"679 St, City 55",54,99.68148420445618,5.366169043417947,0
157,Retailer 157,555-8654909,"833 St, City 56",41,116.84456068977244,3.472096068882825,0
158,Retailer 158,555-5259622,"711 St, City 57",61,89.30825463263606,20.809251452620806,0
159,Retailer 159,555-5959617,"986 St, City 58",56,91.51232576354393,26.754618858186497,0
160,Retailer 160,555-6725570,"71 St, City 59",50,118.44395691865529,3.264521489752558,0
161,Retailer 161,555-1416880,"519 St, City 60",57,115.19505526214716,10.90445202146824,0
162,Retailer 162,555-8072695,"712 St, City 61",58,97.54570544512845,15.717067656652402,0
163,Retailer 163,555-8433296,"336 St, City 62",50,64.30276979323752,86.2671051438373,0
164,Retailer 164,555-5965050,"67 St, City 63",60,89.51901238746778,8.683399164261397,0
165,Retailer 165,555-1813168,"493 St, City 64",63,98.23202153080582,9.052944942660732,0
166,Retailer 166,555-1225281,"650 St, City 65",54,86.35228062810047,32.310974934642836,0
167,Retailer 167,555-4782875,"754 St, City 66",48,74.55629942625549,38.965266644146304,0
168,Retailer 168,555-3995765,"967 St, City 67",50,117.08021754896447,0.3264343051818525,0
169,Retailer 169,555-8734102,"213 St, City 68",55,96.38917884581069,4.31717993240954,0
170,Retailer 170,555-6595108,"181 St, City 69",60,136.17779603688928,13.280575163945791,0
171,Retailer 171,555-6674719,"766 St, City 70",53,96.64778457659379,29.991067610435465,0
172,Retailer 172,555-9658144,"613 St, City 71",48,103.54887901992298,4.3202342888291145,0
173,Retailer 173,555-7609280,"863 St, City 72",60,88.22417233268682,13.24594265106926,0
174,Retailer 174,555-6500306,"599 St, City 73",43,130.22092044117358,2.5080559631985095,0
175,Retailer 175,555-5372093,"697 St, City 74",37,93.95281931419649,25.396912235412888,0
176,Retailer 176,555-2561729,"603 St, City 75",54,95.94160745947447,16.672876465111727,0
177,Retailer 177,555-6031595,"248 St, City 76",60,80.95474951005299,46.5465668953002,0
178,Retailer 178,555-6478047,"214 St, City 77",53,107.59204625536617,25.591622733954278,0
179,Retailer 179,555-2119043,"359 St, City 78",48,93.40270181331572,32.28564901648979,0
180,Retailer 180,555-8103230,"249 St, City 79",43,80.61424279670848,33.365364971031724,0
181,Retailer 181,555-3558231,"638 St, City 80",46,99.02923314027396,26.719317616359067,0
182,Retailer 182,555-7659908,"923 St, City 81",45,114.48995441126522,0.4866877647509783,0
183,Retailer 183,555-4080389,"950 St, City 82",62,132.9629110633491,53.52432678842762,0
184,Retailer 184,555-2661909,"881 St, City 83",46,104.7165287136937,74.55905139164065,0
185,Retailer 185,555-3656138,"516 St, City 84",44,88.98837830545295,22.922560867086112,0
186,Retailer 186,555-1110078,"88 St, City 85",60,109.13390415260311,3.5688543911174495,0
187,Retailer 187,555-2915631,"663 St, City 86",57,97.19166560504846,31.900384467632993,0
188,Retailer 188,555-7314127,"176 St, City 87",52,101.12610125227734,13.563981735016148,0
189,Retailer 189,555-3008187,"723 St, City 88",45,99.95816989438593,2.2831166752576264,0
190,Retailer 190,555-2659066,"426 St, City 89",64,109.22752810134027,57.76704136460967,0
191,Retailer 191,555-3148815,"771 St, City 90",45,111.90315337082151,37.31399989119841,0
192,Retailer 192,555-8355740,"603 St, City 91",45,99.01146570800184,49.015772399230585,0
193,Retailer 193,555-5506259,"771 St, City 92",37,170.35934741987168,47.70769718717698,0
194,Retailer 194,555-8473915,"924 St, City 93",60,118.37163770228835,13.279981865874117,0
195,Retailer 195,555-8658426,"703 St, City 94",46,58.414817142702645,19.74574014688682,0
196,Retailer 196,555-7404003,"81 St, City 95",52,93.06295175432383,7.98366310388419,0
197,Retailer 197,555-5135314,"927 St, City 96",48,99.61215850916275,42.18224564371848,0
198,Retailer 198,555-1910681,"138 St, City 97",47,112.18424631091561,22.26771121223568,0
199,Retailer 199,555-2607618,"433 St, City 98",53,136.6817079278682,31.495140766395707,0
200,Retailer 200,555-4896830,"470 St, City 99",45,85.61184617855774,13.230699694250891,0
201,Retailer 201,555-5336787,"350 St, City 0",45,123.01862261931544,34.106488480806796,0
202,Retailer 202,555-3755423,"126 St, City 1",46,104.07226039331562,33.36959710638455,0
203,Retailer 203,555-1071295,"881 St, City 2",44,106.58252169603384,44.11097473586881,0
204,Retailer 204,555-8613287,"917 St, City 3",46,123.88617751383907,5.068095837978234,0
205,Retailer 205,555-4445376,"868 St, City 4",54,66.72577342793258,29.318536374668955,0
206,Retailer 206,555-6251035,"309 St, City 5",52,110.69689776547641,63.47727946486111,0
207,Retailer 207,555-4612600,"855 St, City 6",189,9.247727296326785,2.9668181459935843,1
208,Retailer 208,555-1825816,"230 St, City 7",44,78.84123983433723,97.1315705418677,0
209,Retailer 209,555-9763313,"460 St, City 8",51,100.04656926733234,6.987602725321401,0
210,Retailer 210,555-3026793,"345 St, City 9",61,113.56687531577599,82.72336706897657,0
211,Retailer 211,555-1554594,"310 St, City 10",63,60.865349512232086,60.75312656721054,0
212,Retailer 212,555-9536326,"953 St, City 11",54,106.71943136813114,44.11482864733454,0
213,Retailer 213,555-4504473,"20 St, City 12",44,94.78474936766005,7.050191257005988,0
214,Retailer 214,555-8299695,"881 St, City 13",62,128.03613218754052,7.317152701297711,0
215,Retailer 215,555-3204664,"561 St, City 14",53,85.21053388635839,9.004984558734746,0
216,Retailer 216,555-5341747,"647 St, City 15",48,99.15903616781733,49.894091168337596,0
217,Retailer 217,555-1686976,"541 St, City 16",49,83.90186683315773,6.236170753580218,0
218,Retailer 218,555-3472189,"560 St, City 17",48,97.61929721362266,26.08513269691561,0
219,Retailer 219,555-9506404,"477 St, City 18",46,85.64570184241188,45.088761583967425,0
220,Retailer 220,555-2241082,"269 St, City 19",57,92.28892462028627,18.52060876326261,0
221,Retailer 221,555-6184502,"3 St, City 20",44,77.07275793463307,55.11765877779304,0
222,Retailer 222,555-7561000,"770 St, City 21",48,86.07948031688261,24.773146566458472,0
223,Retailer 223,555-7671458,"16 St, City 22",52,84.9859137568161,27.125335947289596,0
224,Retailer 224,555-5892306,"606 St, City 23",50,90.8270852933544,33.88296934531092,0
225,Retailer 225,555-4674515,"358 St, City 24",54,97.66858386975207,56.11999738708393,0
226,Retailer 226,555-2579159,"646 St, City 25",56,41.902932136772236,0.13934295475540853,0
227,Retailer 227,555-5515488,"813 St, City 26",47,102.85815716279876,14.954823060669662,0
228,Retailer 228,555-7041495,"839 St, City 27",53,124.78253797082456,98.89824344065077,0
229,Retailer 229,555-9767088,"133 St, City 28",47,115.07846043133473,3.116573607926276,0
230,Retailer 230,555-7324167,"312 St, City 29",46,82.6621726271146,7.975602407334355,0
231,Retailer 231,555-1791971,"967 St, City 30",51,120.45487464381863,25.384131513245343,0
232,Retailer 232,555-1501157,"482 St, City 31",51,83.82469485323266,58.53245123962552,0
233,Retailer 233,555-5378727,"895 St, City 32",42,105.85745824471881,3.067737766658147,0
234,Retailer 234,555-5124499,"544 St, City 33",60,51.6688268594111,0.12115650341506584,0
235,Retailer 235,555-6946594,"305 St, City 34",52,112.19008961066018,34.84865687895878,0
236,Retailer 236,555-6106799,"269 St, City 35",51,100.10047653761535,27.287054917433245,0
237,Retailer 237,555-5327576,"414 St, City 36",51,102.77300792097101,9.484936384069266,0
238,Retailer 238,555-5962140,"25 St, City 37",57,100.34818476705209,94.82876427280193,0
239,Retailer 239,555-3799487,"981 St, City 38",42,137.36433811484642,24.57151114310072,0
240,Retailer 240,555-3904941,"316 St, City 39",49,117.47558041179244,32.66698736665893,0
241,Retailer 241,555-8983441,"571 St, City 40",51,114.31908472669403,14.28220580406111,0
242,Retailer 242,555-6320385,"725 St, City 41",56,111.10563806968949,76.3734273022487,0
243,Retailer 243,555-3100021,"668 St, City 42",36,140.1156390415028,9.692092233165198,0
244,Retailer 244,555-7928040,"826 St, City 43",54,94.96035308125217,41.44368588907035,0
245,Retailer 245,555-1618467,"276 St, City 44",53,72.22755618156143,3.7215589531768587,0
246,Retailer 246,555-6333152,"930 St, City 45",54,134.33945140997625,23.151853417886322,0
247,Retailer 247,555-8328141,"389 St, City 46",39,90.49646169472392,25.867542782739278,0
248,Retailer 248,555-6072148,"722 St, City 47",46,109.91285350053974,6.260713732788314,0
249,Retailer 249,555-2707923,"444 St, City 48",53,110.42658123655849,11.736959868441492,0
250,Retailer 250,555-6134207,"999 St, City 49",62,85.32094870379383,5.905902458256792,0
251,Retailer 251,555-9516999,"427 St, City 50",54,71.7264462420015,55.93495419402424,0
252,Retailer 252,555-7730886,"57 St, City 51",44,121.31846184486996,32.117285372600925,0
253,Retailer 253,555-6853584,"697 St, City 52",54,125.3688068374588,17.74123381074651,0
254,Retailer 254,555-9170528,"971 St, City 53",43,112.66624813558053,24.356587097171243,0
255,Retailer 255,555-5301754,"566 St, City 54",36,108.04297199209547,12.649734937260911,0
256,Retailer 256,555-3269042,"721 St, City 55",53,72.03197514326405,16.79728955228149,0
257,Retailer 257,555-2983509,"368 St, City 56",49,93.36383996918437,28.977967058551194,0
258,Retailer 258,555-8740141,"941 St, City 57",51,124.27331450144511,7.127872017929263,0
259,Retailer 259,555-1116381,"342 St, City 58",55,84.39566471973237,4.319447022739932,0
260,Retailer 260,555-2521701,"805 St, City 59",59,102.65598687291693,86.7189560671417,0
261,Retailer 261,555-7105525,"852 St, City 60",47,109.2232113954939,8.109195791154256,0
262,Retailer 262,555-4438618,"304 St, City 61",43,110.29284540323926,20.509241939091787,0
263,Retailer 263,555-8913697,"764 St, City 62",56,79.50845361334143,43.00441142268235,0
264,Retailer 264,555-3457184,"374 St, City 63",50,97.64567258649474,24.363557754166404,0
265,Retailer 265,555-5103022,"950 St, City 64",47,116.91692973038695,30.22543929427204,0
266,Retailer 266,555-2418175,"816 St, City 65",38,137.18074136134265,5.353458081297055,0
267,Retailer 267,555-4806688,"112 St, City 66",47,95.68347498286596,15.072258199414119,0
268,Retailer 268,555-8265795,"878 St, City 67",45,108.22327708703257,35.15840982811056,0
269,Retailer 269,555-4772962,"6 St, City 68",61,76.80656113130755,7.0635535724361525,0
270,Retailer 270,555-5041776,"930 St, City 69",60,95.14712499597348,19.82368188114822,0
271,Retailer 271,555-3727423,"703 St, City 70",59,90.00045766938315,26.693097415784127,0
272,Retailer 272,555-6709840,"846 St, City 71",63,138.7585805438753,46.724268554287555,0
273,Retailer 273,555-6130397,"944 St, City 72",51,114.66258017060112,7.3134811591486635,0
274,Retailer 274,555-4451356,"279 St, City 73",49,101.86884038294875,114.62701177836777,0
275,Retailer 275,555-4444084,"382 St, City 74",52,61.92557559826595,102.7275472538987,0
276,Retailer 276,555-3927109,"852 St, City 75",37,106.16816094672464,0.37109132347764434,0
277,Retailer 277,555-7979451,"13 St, City 76",50,106.36941963296826,13.764909587149647,0
278,Retailer 278,555-9519981,"303 St, City 77",48,95.46356332778183,2.1075085941695084,0
279,Retailer 279,555-8778484,"556 St, City 78",57,100.9338903677465,11.448646015742261,0
280,Retailer 280,555-9503902,"617 St, City 79",50,136.02995059283063,28.023170856497774,0
281,Retailer 281,555-7214624,"160 St, City 80",49,118.97517816839736,28.15122312038827,0
282,Retailer 282,555-5842611,"154 St, City 81",49,82.29270527472505,3.049813133544526,0
283,Retailer 283,555-7357182,"754 St, City 82",50,139.04737298108074,33.91408168083592,0
284,Retailer 284,555-5335868,"181 St, City 83",45,84.11493680709418,56.19015759876046,0
285,Retailer 285,555-3215167,"526 St, City 84",48,132.32089061343734,29.922138332013493,0
286,Retailer 286,555-4886402,"180 St, City 85",40,85.51813655393117,11.130429717454534,0
287,Retailer 287,555-7545535,"377 St, City 86",42,96.97231587501359,0.07494526776434322,0
288,Retailer 288,555-7842385,"804 St, City 87",40,57.75027781029104,31.35856157563112,0
289,Retailer 289,555-1688105,"776 St, City 88",47,110.546993389348,33.97319987579571,0
290,Retailer 290,555-2989173,"168 St, City 89",43,60.74157731690151,37.00712259350742,0
291,Retailer 291,555-4080761,"214 St, City 90",55,104.14654374796164,1.2015612648281855,0
292,Retailer 292,555-2414466,"150 St, City 91",47,91.30785990462505,21.797877779021793,0
293,Retailer 293,555-1445101,"16 St, City 92",53,91.5319694484901,16.003962602846762,0
294,Retailer 294,555-9106609,"91 St, City 93",46,107.87982985940667,43.74637986889131,0
295,Retailer 295,555-8413023,"120 St, City 94",57,116.39178220437881,38.4784944315677,0
296,Retailer 296,555-8613269,"956 St, City 95",38,126.17558918417953,90.27110983543832,0
297,Retailer 297,555-2105534,"253 St, City 96",44,76.60608478103177,68.33970823680514,0
298,Retailer 298,555-5353127,"60 St, City 97",36,93.77663447451101,24.493823113218962,0
299,Retailer 299,555-8315360,"266 St, City 98",38,99.0459073508747,118.08013039867335,0
300,Retailer 300,555-9073461,"409 St, City 99",53,112.05912445242511,4.883079737091243,0
301,Retailer 301,555-1498863,"31 St, City 0",55,111.65046989856529,0.2155328975254941,0
302,Retailer 302,555-9756262,"21 St, City 1",48,83.10583650687195,3.4230532480926725,0
303,Retailer 303,555-3676188,"731 St, City 2",49,124.03721149119264,13.160350769999829,0
304,Retailer 304,555-4295990,"593 St, City 3",54,108.20234808521754,42.226687854795394,0
305,Retailer 305,555-8782937,"289 St, City 4",55,135.77951956257604,14.489837732367235,0
306,Retailer 306,555-7526818,"543 St, City 5",40,106.3416627113635,45.506030995004586,0
307,Retailer 307,555-6491590,"498 St, City 6",55,59.94822580048567,40.73518846064607,0
308,Retailer 308,555-7512440,"746 St, City 7",59,83.53215445108296,47.44735848391966,0
309,Retailer 309,555-7099628,"474 St, City 8",50,96.77975169811151,6.220775186898306,0
310,Retailer 310,555-7555968,"405 St, City 9",38,83.11555562923375,21.772188929798414,0
311,Retailer 311,555-3699015,"548 St, City 10",56,82.37720170700143,37.41599195329956,0
312,Retailer 312,555-9837590,"961 St, City 11",51,138.0877796577265,10.029574239541343,0
313,Retailer 313,555-2172622,"132 St, City 12",45,75.01360450477097,54.60966104784706,0
314,Retailer 314,555-3503771,"324 St, City 13",45,89.41350373861687,45.33015554810571,0
315,Retailer 315,555-4177825,"858 St, City 14",38,101.32375645523607,3.8307921593248633,0
